conversation_id,created_at,favorite_count,full_text,hashtags/0,hashtags/1,hashtags/2,hashtags/3,hashtags/4,hashtags/5,hashtags/6,id,reply_count,retweet_count,url,urls/0/display_url,urls/0/expanded_url,urls/0/url,urls/1/display_url,urls/1/expanded_url,urls/1/url,urls/2/display_url,urls/2/expanded_url,urls/2/url,urls/3/display_url,urls/3/expanded_url,urls/3/url,user/created_at,user/default_profile_image,user/description,user/fast_followers_count,user/favourites_count,user/followers_count,user/friends_count,user/has_custom_timelines,user/id_str,user/is_translator,user/listed_count,user/location,user/media_count,user/name,user/normal_followers_count,user/possibly_sensitive,user/profile_banner_url,user/profile_image_url_https,user/protected,user/screen_name,user/statuses_count,user/translator_type,user/url,user/verified,user/withheld_in_countries/0,user_mentions/0/id_str,user_mentions/0/name,user_mentions/0/screen_name,user_mentions/1/id_str,user_mentions/1/name,user_mentions/1/screen_name,user_mentions/2/id_str,user_mentions/2/name,user_mentions/2/screen_name,user_mentions/3/id_str,user_mentions/3/name,user_mentions/3/screen_name,user_mentions/4/id_str,user_mentions/4/name,user_mentions/4/screen_name,user_mentions/5/id_str,user_mentions/5/name,user_mentions/5/screen_name,user_mentions/6/id_str,user_mentions/6/name,user_mentions/6/screen_name,user_mentions/7/id_str,user_mentions/7/name,user_mentions/7/screen_name,user_mentions/8/id_str,user_mentions/8/name,user_mentions/8/screen_name,user_mentions/9/id_str,user_mentions/9/name,user_mentions/9/screen_name,user_mentions/10/id_str,user_mentions/10/name,user_mentions/10/screen_name,user_mentions/11/id_str,user_mentions/11/name,user_mentions/11/screen_name,user_mentions/12/id_str,user_mentions/12/name,user_mentions/12/screen_name,user_mentions/13/id_str,user_mentions/13/name,user_mentions/13/screen_name,user_mentions/14/id_str,user_mentions/14/name,user_mentions/14/screen_name,user_mentions/15/id_str,user_mentions/15/name,user_mentions/15/screen_name
1.5653E+18,2022-09-01T11:08:46.000Z,0,RT @HTAustralia: It is important to have a good islamic community around you to safeguard your eemaan - the community that shares same visi…,,,,,,,,1.5653E+18,0,4,https://twitter.com/HizbBritain/status/1565295594075299840,,,,,,,,,,,,,2009-04-26T12:25:22.000Z,FALSE,Questions from academics and journalists can be sent to info@hizb.org.uk,0,35,22232,19,TRUE,35454721,FALSE,66,,1607,Hizb ut-Tahrir,22232,FALSE,https://pbs.twimg.com/profile_banners/35454721/1656012518,https://pbs.twimg.com/profile_images/1557372604071157761/ZWbeiSUb_normal.jpg,FALSE,HizbBritain,14985,none,https://t.co/kt7KdYqOSh,FALSE,RU,7.12036E+17,HT Australia,HTAustralia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.56507E+18,2022-08-31T20:10:30.000Z,0,"RT @HTAustralia: After returning from US, in his book ""milestones"", Syed Qutub r.a. exposes the fallacy of western ideology and their artif…",,,,,,,,1.56507E+18,0,11,https://twitter.com/HizbBritain/status/1565069539141996547,,,,,,,,,,,,,2009-04-26T12:25:22.000Z,FALSE,Questions from academics and journalists can be sent to info@hizb.org.uk,0,35,22232,19,TRUE,35454721,FALSE,66,,1607,Hizb ut-Tahrir,22232,FALSE,https://pbs.twimg.com/profile_banners/35454721/1656012518,https://pbs.twimg.com/profile_images/1557372604071157761/ZWbeiSUb_normal.jpg,FALSE,HizbBritain,14985,none,https://t.co/kt7KdYqOSh,FALSE,RU,7.12036E+17,HT Australia,HTAustralia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.56468E+18,2022-08-30T18:42:05.000Z,10,"𝗣𝗨𝗧𝗧𝗜𝗡𝗚 #𝗣𝗔𝗞𝗜𝗦𝗧𝗔𝗡’𝗦 𝗙𝗟𝗢𝗢𝗗𝗦 𝗜𝗡𝗧𝗢 𝗣𝗘𝗥𝗦𝗣𝗘𝗖𝗧𝗜𝗩𝗘

The key question…if the monsoon season causes widespread destruction on an almost annual basis: what planning and preparation is there to deal with such a crisis?

https://t.co/hTCGh4VcKK",𝗣𝗔𝗞𝗜𝗦𝗧𝗔𝗡,,,,,,,1.56468E+18,0,2,https://twitter.com/HizbBritain/status/1564684902167101440,hizb.org.uk/viewpoint/putt…,https://www.hizb.org.uk/viewpoint/putting-pakistans-floods-into-perspective/,https://t.co/hTCGh4VcKK,,,,,,,,,,2009-04-26T12:25:22.000Z,FALSE,Questions from academics and journalists can be sent to info@hizb.org.uk,0,35,22232,19,TRUE,35454721,FALSE,66,,1607,Hizb ut-Tahrir,22232,FALSE,https://pbs.twimg.com/profile_banners/35454721/1656012518,https://pbs.twimg.com/profile_images/1557372604071157761/ZWbeiSUb_normal.jpg,FALSE,HizbBritain,14985,none,https://t.co/kt7KdYqOSh,FALSE,RU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.56425E+18,2022-08-29T13:49:18.000Z,0,RT @HTAustralia: #Islam has come down to change the reality and to align the world to hukum of #Allah. Don't change your Islam to suit the…,Islam,Allah,,,,,,1.56425E+18,0,17,https://twitter.com/HizbBritain/status/1564248832464011267,,,,,,,,,,,,,2009-04-26T12:25:22.000Z,FALSE,Questions from academics and journalists can be sent to info@hizb.org.uk,0,35,22232,19,TRUE,35454721,FALSE,66,,1607,Hizb ut-Tahrir,22232,FALSE,https://pbs.twimg.com/profile_banners/35454721/1656012518,https://pbs.twimg.com/profile_images/1557372604071157761/ZWbeiSUb_normal.jpg,FALSE,HizbBritain,14985,none,https://t.co/kt7KdYqOSh,FALSE,RU,7.12036E+17,HT Australia,HTAustralia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.56396E+18,2022-08-28T18:54:30.000Z,13,"FLOODS IN PAKISTAN MIRROR THE RECENT TRAGEDY IN SYLHET, BANGLADESH

By Dr @AbdulWahidHT (Chairman, Executive Committee of @HizbBritain)

Read below 👇 

https://t.co/GfGnlWiNzH",,,,,,,,1.56396E+18,1,7,https://twitter.com/HizbBritain/status/1563963248969408519,m.facebook.com/story.php?stor…,https://m.facebook.com/story.php?story_fbid=pfbid023SyfX2Jhh6Wr1AwP45kdZTNnoXChiknkfVqrKtWVeQrAzUfWo7jRXFewi6C9r5Ldl&id=698581868,https://t.co/GfGnlWiNzH,,,,,,,,,,2009-04-26T12:25:22.000Z,FALSE,Questions from academics and journalists can be sent to info@hizb.org.uk,0,35,22232,19,TRUE,35454721,FALSE,66,,1607,Hizb ut-Tahrir,22232,FALSE,https://pbs.twimg.com/profile_banners/35454721/1656012518,https://pbs.twimg.com/profile_images/1557372604071157761/ZWbeiSUb_normal.jpg,FALSE,HizbBritain,14985,none,https://t.co/kt7KdYqOSh,FALSE,RU,279688526,Abdul Wahid,AbdulWahidHT,35454721,Hizb ut-Tahrir,HizbBritain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.56389E+18,2022-08-28T13:53:25.000Z,12,"𝗣𝗮𝗸𝗶𝘀𝘁𝗮𝗻 𝗙𝗹𝗼𝗼𝗱𝘀: 𝗗𝗲𝗺𝗼𝗰𝗿𝗮𝗰𝘆 𝗵𝗮𝘀 𝗙𝗮𝗶𝗹𝗲𝗱 𝘁𝗵𝗲 𝗣𝗲𝗼𝗽𝗹𝗲, 𝘁𝗵𝗲 𝗞𝗵𝗶𝗹𝗮𝗳𝗮𝗵 𝗮𝗹𝗼𝗻𝗲 𝗰𝗮𝗻 𝗯𝗲 𝗼𝘂𝗿 𝗚𝘂𝗮𝗿𝗱𝗶𝗮𝗻

Even today, it is the common Muslim of #Pakistan that is coming out to help… 
https://t.co/U8R6GAFleV",Pakistan,,,,,,,1.56389E+18,1,5,https://twitter.com/HizbBritain/status/1563887481736626176,hizb.org.uk/viewpoint/paki…,http://www.hizb.org.uk/viewpoint/pakistan-floods-democracy-has-failed-the-people-the-khilafah-alone-can-be-our-guardian/,https://t.co/U8R6GAFleV,,,,,,,,,,2009-04-26T12:25:22.000Z,FALSE,Questions from academics and journalists can be sent to info@hizb.org.uk,0,35,22232,19,TRUE,35454721,FALSE,66,,1607,Hizb ut-Tahrir,22232,FALSE,https://pbs.twimg.com/profile_banners/35454721/1656012518,https://pbs.twimg.com/profile_images/1557372604071157761/ZWbeiSUb_normal.jpg,FALSE,HizbBritain,14985,none,https://t.co/kt7KdYqOSh,FALSE,RU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.56379E+18,2022-08-28T07:34:22.000Z,0,"RT @NUSSRAH_PAK1: The Problem with the Western Conception of Happiness
by Ustadh Ahmad Qassas https://t.co/vdLi0xN4of",,,,,,,,1.56379E+18,0,19,https://twitter.com/HizbBritain/status/1563792088004698115,,,,,,,,,,,,,2009-04-26T12:25:22.000Z,FALSE,Questions from academics and journalists can be sent to info@hizb.org.uk,0,35,22232,19,TRUE,35454721,FALSE,66,,1607,Hizb ut-Tahrir,22232,FALSE,https://pbs.twimg.com/profile_banners/35454721/1656012518,https://pbs.twimg.com/profile_images/1557372604071157761/ZWbeiSUb_normal.jpg,FALSE,HizbBritain,14985,none,https://t.co/kt7KdYqOSh,FALSE,RU,1.28422E+18,NUSSRAH MAGAZINE نصرہ میگزین,NUSSRAH_PAK1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.56344E+18,2022-08-27T08:33:54.000Z,0,RT @HTAustralia: Jum'a is a civilizational gathering #Friday #Juma https://t.co/VCGnEPR7rl,Friday,Juma,,,,,,1.56344E+18,0,7,https://twitter.com/HizbBritain/status/1563444683401211906,,,,,,,,,,,,,2009-04-26T12:25:22.000Z,FALSE,Questions from academics and journalists can be sent to info@hizb.org.uk,0,35,22232,19,TRUE,35454721,FALSE,66,,1607,Hizb ut-Tahrir,22232,FALSE,https://pbs.twimg.com/profile_banners/35454721/1656012518,https://pbs.twimg.com/profile_images/1557372604071157761/ZWbeiSUb_normal.jpg,FALSE,HizbBritain,14985,none,https://t.co/kt7KdYqOSh,FALSE,RU,7.12036E+17,HT Australia,HTAustralia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.56231E+18,2022-08-24T05:39:31.000Z,31,"#Cryptocurrency | IslamicOasis | Livestream

Dr Muhammad Malkawi
Jamal Harwood
Sheikh Muhammad Shirazi

UK time: Saturday 27th August
@ 2:30am

Livestream links via https://t.co/eSCfYwcgn0 https://t.co/NIcRz08PV5",Cryptocurrency,,,,,,,1.56231E+18,2,13,https://twitter.com/HizbBritain/status/1562313634709209088,IslamicOasis.org,http://IslamicOasis.org,https://t.co/eSCfYwcgn0,,,,,,,,,,2009-04-26T12:25:22.000Z,FALSE,Questions from academics and journalists can be sent to info@hizb.org.uk,0,35,22232,19,TRUE,35454721,FALSE,66,,1607,Hizb ut-Tahrir,22232,FALSE,https://pbs.twimg.com/profile_banners/35454721/1656012518,https://pbs.twimg.com/profile_images/1557372604071157761/ZWbeiSUb_normal.jpg,FALSE,HizbBritain,14985,none,https://t.co/kt7KdYqOSh,FALSE,RU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.56201E+18,2022-08-23T09:21:43.000Z,0,"RT @ht_afisikuu: Hizb ut Tahrir / Wilayah Syria

“Maandamano ya Atma dhidi ya Kauli za Khiyana za Serikali ya Uturuki!”

#AfisiKuuHizbutTah…",,,,,,,,1.56201E+18,0,9,https://twitter.com/HizbBritain/status/1562007165287686144,,,,,,,,,,,,,2009-04-26T12:25:22.000Z,FALSE,Questions from academics and journalists can be sent to info@hizb.org.uk,0,35,22232,19,TRUE,35454721,FALSE,66,,1607,Hizb ut-Tahrir,22232,FALSE,https://pbs.twimg.com/profile_banners/35454721/1656012518,https://pbs.twimg.com/profile_images/1557372604071157761/ZWbeiSUb_normal.jpg,FALSE,HizbBritain,14985,none,https://t.co/kt7KdYqOSh,FALSE,RU,1.2184E+18,Afisi Kuu ya Habari ya Hizb ut Tahrir,ht_afisikuu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.562E+18,2022-08-23T09:10:10.000Z,0,RT @etribune: Police in India booked a former member parliament of ruling BJP for 'promoting hatred and enmity' after he was caught on came…,,,,,,,,1.562E+18,0,12,https://twitter.com/HizbBritain/status/1562004259436204032,,,,,,,,,,,,,2009-04-26T12:25:22.000Z,FALSE,Questions from academics and journalists can be sent to info@hizb.org.uk,0,35,22232,19,TRUE,35454721,FALSE,66,,1607,Hizb ut-Tahrir,22232,FALSE,https://pbs.twimg.com/profile_banners/35454721/1656012518,https://pbs.twimg.com/profile_images/1557372604071157761/ZWbeiSUb_normal.jpg,FALSE,HizbBritain,14985,none,https://t.co/kt7KdYqOSh,FALSE,RU,125944392,The Express Tribune,etribune,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
